7	32.484076	53.099537	2020-03-09 11:10:07
2	135.176300	-87.627362	2020-03-09 11:10:08
67	113.420900	-2.747988	2020-03-09 11:10:09
63	-29.093443	-69.563789	2020-03-09 11:10:10
10	42.563960	-22.970402	2020-03-09 11:10:11
7	-142.499957	-40.042842	2020-03-09 11:10:12
16	-96.597877	-9.428038	2020-03-09 11:10:13
2	-155.351895	19.217524	2020-03-09 11:10:14
2	-56.026837	5.887895	2020-03-09 11:10:15
95	34.099532	60.853420	2020-03-09 11:10:16
88	153.639248	41.154749	2020-03-09 11:10:17
6	-3.317604	69.462734	2020-03-09 11:10:18
83	79.839046	-26.575987	2020-03-09 11:10:19
29	171.594930	52.668489	2020-03-09 11:10:20
56	-74.040242	-62.710944	2020-03-09 11:10:21
1	172.894768	-4.371554	2020-03-09 11:10:22
10	-173.511342	-9.474111	2020-03-09 11:10:23
36	-100.139587	-9.533479	2020-03-09 11:10:24
60	-154.779421	56.614605	2020-03-09 11:10:25
63	140.629293	-71.695129	2020-03-09 11:10:26
58	-99.605147	-74.118204	2020-03-09 11:10:27
53	-129.016944	17.368938	2020-03-09 11:10:28
8	-85.410494	-61.719071	2020-03-09 11:10:29
99	-65.881690	-1.912533	2020-03-09 11:10:30
69	-149.639344	-77.236925	2020-03-09 11:10:31
3	52.992023	-59.401391	2020-03-09 11:10:32
76	-25.244301	36.648500	2020-03-09 11:10:33
96	-63.654743	-38.855079	2020-03-09 11:10:34
70	159.892249	7.211115	2020-03-09 11:10:35
19	-68.710584	69.685720	2020-03-09 11:10:36
90	64.946584	-52.408507	2020-03-09 11:10:37
56	-6.714633	87.584713	2020-03-09 11:10:38
88	-78.055711	-7.616856	2020-03-09 11:10:39
96	102.881814	-14.009208	2020-03-09 11:10:40
40	97.905346	5.088618	2020-03-09 11:10:41
53	-122.624457	46.953561	2020-03-09 11:10:42
1	102.068274	-85.190153	2020-03-09 11:10:43
8	116.865032	-30.300796	2020-03-09 11:10:44
92	-155.517252	-47.489363	2020-03-09 11:10:45
87	-47.815692	69.878771	2020-03-09 11:10:46
74	177.469102	-1.351827	2020-03-09 11:10:47
42	-19.442024	-43.998758	2020-03-09 11:10:48
9	-118.998465	-66.346700	2020-03-09 11:10:49
73	162.939753	-19.702681	2020-03-09 11:10:50
49	-173.296308	52.704738	2020-03-09 11:10:51
24	-123.955440	-87.123433	2020-03-09 11:10:52
39	-28.516801	34.494614	2020-03-09 11:10:53
26	-123.254813	-34.423871	2020-03-09 11:10:54
3	-39.240889	45.031290	2020-03-09 11:10:55
4	89.480286	-49.950577	2020-03-09 11:10:56
63	151.441536	-74.297068	2020-03-09 11:10:57
87	54.249300	77.886629	2020-03-09 11:10:58
52	-151.364463	-18.827713	2020-03-09 11:10:59
14	133.767120	47.691673	2020-03-09 11:11:00
32	137.212066	8.913222	2020-03-09 11:11:01
23	-1.765542	-87.694373	2020-03-09 11:11:02
24	-151.839812	33.652720	2020-03-09 11:11:03
26	49.782664	40.165905	2020-03-09 11:11:04
7	106.447849	-59.672877	2020-03-09 11:11:05
72	157.152948	28.756876	2020-03-09 11:11:06
83	51.562364	-77.195256	2020-03-09 11:11:07
61	-161.042098	45.230111	2020-03-09 11:11:08
93	-107.550240	1.002851	2020-03-09 11:11:09
74	150.170131	22.610480	2020-03-09 11:11:10
35	72.224554	-60.297518	2020-03-09 11:11:12
6	45.915175	59.675380	2020-03-09 11:11:13
95	14.328721	-54.079665	2020-03-09 11:11:14
53	-19.476607	8.046953	2020-03-09 11:11:15
91	-154.981816	-0.279232	2020-03-09 11:11:16
28	-130.182427	84.100280	2020-03-09 11:11:17
43	-176.438290	-10.128073	2020-03-09 11:11:18
69	-43.489247	-46.923729	2020-03-09 11:11:19
61	126.405680	-84.969561	2020-03-09 11:11:20
